N,District,Price,Rooms,Totsp,Livesp,Kitsp,Brick,Floor,Nfloors,Dist,Metrdist,Walk,Bal,Tel,New
4714,5,7279200,1,43.2,17.6,10.0,0,26,45,12.06,-,0,1,-,0
4715,5,7286100,1,44.7,23.0,9.0,1,24,24,4.08,3,0,1,-,0
4716,5,7290000,2,40.4,23.0,6.0,0,3,12,7.42,12,1,1,1,1
4717,5,7300000,1,33.0,18.0,6.0,0,6,9,6.81,11,1,0,-,1
4718,5,7300000,2,45.0,29.0,6.2,0,5,9,7.73,10,1,1,1,1
4719,5,7300000,2,40.0,23.0,6.0,0,3,12,7.42,15,1,1,0,1
4720,5,7300000,2,45.0,29.0,6.4,0,4,9,12.05,10,1,1,1,1
4721,5,7300000,2,44.0,31.0,6.0,1,2,9,4.21,15,1,0,1,1
4722,5,7300000,1,31.7,18.0,6.0,0,1,5,4.03,15,1,0,1,1
4723,5,7300000,2,42.3,29.3,5.2,1,6,9,7.45,26,1,1,-,1
4724,5,7300000,2,45.0,29.0,7.0,0,4,9,8.66,10,1,1,1,1
4725,5,7300000,2,43.0,28.0,5.5,1,1,5,4.09,5,0,0,-,1
4726,5,7302400,1,44.8,23.0,10.0,1,23,24,4.08,3,0,1,-,0
4727,5,7304750,1,47.9,21.6,13.5,0,11,24,12.03,-,0,1,-,0
4728,5,7305100,1,45.8,17.5,10.1,0,7,24,12.06,-,0,1,-,0
4729,5,7311480,1,38.0,12.0,14.0,1,12,14,3.61,15,1,1,0,1
4730,5,7314000,1,46.0,17.4,10.1,0,6,24,12.06,-,0,1,-,0
4731,5,7334600,1,43.4,17.7,10.1,0,27,45,12.06,-,0,1,-,0
4732,5,7350000,1,41.0,19.0,13.5,0,7,7,5.84,15,0,0,0,1
4733,5,6362280,1,41.1,26.8,9.3,1,18,24,12.07,-,0,1,-,0
4734,5,8066925,2,62.9,29.5,10.6,1,3,45,12.06,15,0,1,-,0
4735,5,9200000,2,53.0,33.5,8.5,1,7,14,6.84,18,1,1,1,1
4736,5,7350000,2,45.2,28.7,6.0,0,10,14,8.41,13,1,1,1,1
4737,5,7350000,2,48.8,28.6,9.1,0,3,12,9.67,18,1,1,1,1
4738,5,7350000,2,45.0,30.0,6.1,0,6,12,10.13,3,0,1,1,1
4739,5,7371410,1,45.7,22.6,15.9,1,12,22,11.24,10,1,1,-,0
4740,5,7374500,1,43.0,17.5,10.1,0,32,45,12.06,-,0,1,-,0
4741,5,7379400,1,50.2,17.1,20.2,0,2,15,12.06,-,0,1,-,0
4742,5,7389720,1,46.8,22.6,15.9,1,3,22,11.24,10,1,1,-,0
4743,5,7399999,2,44.0,31.0,6.0,0,7,9,14.66,12,1,1,-,1
4744,5,7400000,2,54.0,32.0,9.0,0,12,17,14.49,4,1,1,-,1
4745,5,7400000,2,52.0,29.0,8.5,0,12,14,15.45,5,1,1,1,1
4746,5,7400000,2,54.0,32.3,9.1,0,7,17,15.27,12,1,1,1,1
4747,5,7400000,2,40.0,25.0,7.0,0,8,14,10.28,5,0,1,-,1
4748,5,7400000,3,55.0,37.0,6.0,0,3,5,8.38,5,1,1,0,1
4749,5,7400000,1,40.0,20.0,10.0,0,2,14,5.13,10,1,1,1,1
4750,5,7408800,1,44.1,18.4,10.7,0,20,24,12.07,-,0,1,-,0
4751,5,7409025,1,58.5,28.5,15.3,1,2,17,11.78,20,0,1,-,0
4752,5,7415900,2,57.1,23.0,11.0,1,13,14,4.08,3,0,1,-,0
4753,5,7422052,1,41.4,15.6,13.1,1,2,14,3.58,15,1,1,-,0
4754,5,7425300,1,46.7,17.5,10.2,0,6,21,12.06,-,0,1,-,0
4755,5,7441800,1,47.4,20.7,13.9,0,2,22,12.06,-,0,1,-,0
4756,5,7450000,1,40.0,18.2,10.0,0,14,15,7.88,15,1,1,1,1
4757,5,7459685,1,58.9,16.3,19.2,1,2,17,11.78,20,0,1,-,0
4758,5,7463500,1,50.6,16.7,10.3,0,3,17,12.06,-,0,1,-,0
4759,5,7469280,1,43.7,-,-,0,2,17,7.75,2,0,1,-,0
4760,5,7470000,1,41.0,31.5,5.0,1,12,12,3.55,15,1,1,-,0
4761,5,6362280,1,41.1,26.8,9.3,1,18,24,12.07,-,0,1,-,0
4762,5,14358643,1,52.8,14.0,27.4,1,2,18,2.95,8,1,0,-,0
4763,5,14500000,3,82.0,48.0,10.0,1,2,8,5.72,11,1,0,1,1
4764,5,7472298,1,41.6,15.6,12.6,1,2,14,3.58,10,1,1,-,0
4765,5,7479850,1,49.7,16.6,10.2,0,9,17,12.06,-,0,1,-,0
4766,5,7482000,1,43.5,17.7,10.2,0,33,45,12.06,-,0,1,-,0
4767,5,7490000,2,52.6,30.5,9.0,0,1,12,8.71,5,0,1,-,1
4768,5,7489988,1,46.5,23.0,9.0,1,13,13,4.08,3,0,1,-,0
4769,5,7491250,1,46.1,17.4,10.2,0,13,24,12.06,-,0,1,-,0
4770,5,7499000,2,48.5,29.0,7.0,0,3,12,9.06,6,1,1,1,1
4771,5,7500000,2,44.0,29.0,5.5,1,3,9,5.87,3,1,1,1,1
4772,5,7500000,1,39.0,19.0,8.5,1,3,17,6.86,7,1,1,1,1
4773,5,7500000,3,60.0,45.0,6.0,0,5,9,13.09,12,1,1,1,1
4774,5,7500000,2,38.5,23.5,6.0,0,14,14,5.42,5,1,1,1,1
4775,5,7500000,2,40.0,24.0,7.0,0,6,12,9.42,10,1,1,1,1
4776,5,7500000,3,59.8,38.6,7.0,0,9,9,14.27,19,1,1,1,1
4777,5,7500000,3,54.0,40.0,6.0,0,2,9,9.14,12,1,0,1,1
4778,5,7500000,2,51.4,30.0,8.3,0,3,17,11.2,5,1,1,-,1
4779,5,7500000,3,59.0,43.1,7.0,0,2,9,9.08,8,1,1,0,1
4780,5,7500000,1,32.2,22.0,4.0,0,9,9,6.37,6,1,1,-,1
4781,5,7500000,2,50.0,36.0,7.0,0,7,12,9.19,4,1,1,1,1
4782,5,7500000,3,64.2,44.0,9.0,0,1,12,9.42,17,1,0,1,1
4783,5,7500000,2,42.0,24.1,7.7,0,4,5,2.83,4,1,0,-,1
4784,5,7502000,1,44.0,17.5,10.3,0,30,45,12.06,-,0,1,-,0
4785,5,7503600,1,50.7,16.7,10.4,0,4,17,12.06,-,0,1,-,0
4786,5,7509942,1,41.4,16.0,13.0,1,2,14,3.47,13,1,1,-,0
4787,5,7509942,1,41.4,16.0,13.0,1,2,14,3.47,9,1,1,-,0
4788,5,7531950,1,44.7,17.7,10.5,0,26,45,12.06,-,0,1,-,0
4789,5,14500000,3,82.0,48.0,10.0,1,2,8,5.72,11,1,0,1,1
4790,5,4400000,2,40.0,40.0,-,1,4,5,3.52,10,1,0,0,1
4791,5,12400000,1,45.0,25.0,10.0,1,11,18,7.13,5,1,1,0,1
4792,5,7538250,1,43.7,17.7,10.3,0,34,45,12.06,-,0,1,-,0
4793,5,7550000,2,49.0,29.0,8.0,1,2,5,2.98,15,0,0,1,1
4794,5,7560963,1,59.5,16.4,19.2,1,3,19,11.78,20,0,1,-,0
4795,5,7570500,1,43.3,-,-,0,16,17,7.75,2,0,1,-,0
4796,5,7573300,2,43.4,17.6,10.1,0,38,45,12.06,-,0,1,-,0
4797,5,7576200,1,55.2,18.2,14.9,1,9,17,12.06,15,0,1,-,0
4798,5,7576800,1,46.2,17.3,10.3,0,16,24,12.06,-,0,1,-,0
4799,5,7576800,1,45.1,20.2,10.7,0,25,45,12.06,-,0,1,-,0
4800,5,7583100,1,47.1,17.7,10.4,0,10,21,12.06,-,0,1,-,0
4801,5,7585200,1,50.4,16.6,10.2,0,9,17,12.06,-,0,1,-,0
4802,5,7585200,1,56.0,18.2,14.9,1,5,17,12.06,15,0,1,-,0
4803,5,7589835,1,41.8,17.0,12.0,1,2,10,3.61,9,1,1,-,0
4804,5,7589835,1,41.8,17.0,12.0,1,2,10,3.61,13,1,1,-,0
4805,5,7589835,1,41.8,17.2,11.7,1,2,10,3.61,13,1,1,-,0
4806,5,7596810,1,55.9,18.2,14.9,1,6,17,12.06,15,0,1,-,0
4807,5,7600000,3,64.0,48.0,10.0,0,8,12,13.58,16,1,1,0,1
4808,5,7600000,2,44.2,30.8,6.0,0,3,5,7.53,13,1,1,0,1
4809,5,7600000,3,50.0,33.4,6.1,0,3,9,12.35,3,1,1,-,1
4810,5,7600000,1,38.0,18.0,9.0,0,2,22,6.55,10,1,1,1,1
4811,5,7600000,3,64.0,43.1,10.7,0,1,12,10.26,7,1,1,1,1
4812,5,7600000,2,52.0,32.0,9.0,0,4,12,9.65,9,1,1,1,1
4813,5,7600000,2,53.2,31.0,9.0,0,8,12,11.62,-,0,1,1,1
4814,5,7600000,2,55.0,32.0,8.5,0,6,14,15.28,10,1,1,-,1
4815,5,7607600,1,49.4,16.4,10.2,0,16,17,12.06,-,0,1,-,0
4816,5,7609750,1,49.9,16.5,10.2,0,13,17,12.06,-,0,1,-,0
4817,5,7609770,1,51.4,38.8,12.6,1,17,22,12.16,-,0,1,-,0
4818,5,5407500,1,30.9,16.7,9.7,0,39,45,12.06,-,0,1,-,0
4819,5,19687660,2,85.5,54.0,15.0,1,7,8,3.25,20,1,0,1,1
4820,5,7613600,1,49.6,16.5,10.1,0,15,17,12.06,-,0,1,-,0
4821,5,7618762,2,62.9,-,-,1,3,45,11.78,7,0,1,-,0
4822,5,7624575,1,51.5,19.0,12.9,1,17,24,12.06,15,0,1,-,0
4823,5,7647832,2,62.7,-,-,1,5,45,11.78,7,0,1,-,0
4824,5,7650000,2,44.5,28.0,6.0,0,8,12,5.52,7,1,1,1,1
4825,5,7661889,1,41.1,14.6,12.2,1,4,14,3.58,10,1,1,-,0
4826,5,7661889,1,41.1,14.6,12.2,1,4,14,3.58,10,1,1,-,0
4827,5,7668500,1,49.0,21.6,13.5,0,19,24,12.03,-,0,1,-,0
4828,5,7669805,2,63.1,-,-,1,4,45,11.78,7,0,1,-,0
4829,5,7679200,1,46.4,17.4,10.2,0,19,24,12.06,-,0,1,-,0
4830,5,7691437,2,63.5,29.0,10.6,1,3,45,11.78,10,0,1,-,0
4831,5,7691437,2,63.5,-,-,1,3,45,11.78,7,0,1,-,0
4832,5,7693120,2,46.4,29.1,8.0,0,10,25,10.49,5,1,0,-,0
4833,5,7697250,1,55.0,18.2,14.9,1,15,17,12.06,15,0,1,-,0
4834,5,7699000,3,52.0,34.0,7.0,0,2,9,8.65,7,1,0,1,1
4835,5,7700000,3,58.9,44.2,5.2,0,1,5,8.23,3,1,0,1,1
4836,5,7700000,3,59.0,38.0,6.0,0,4,9,10.45,15,1,1,1,1
4837,5,7700000,1,50.0,19.3,13.1,0,14,17,9.79,29,1,1,-,1
4838,5,7700000,3,65.0,46.0,9.0,0,4,12,10.93,7,0,1,1,1
4839,5,7700000,3,60.0,40.0,7.0,0,1,9,12.86,12,1,1,1,1
4840,5,7700000,3,65.0,45.0,7.0,0,5,9,8.55,17,1,1,-,1
4841,5,7700000,2,44.0,28.0,6.0,1,4,8,8.25,3,1,1,-,1
4842,5,7700000,1,38.0,19.0,11.0,0,2,16,4.11,5,1,1,1,1
4843,5,7700000,3,58.5,43.0,6.0,0,7,9,14.28,5,1,1,1,1
4844,5,7701776,1,41.1,14.6,12.2,1,5,14,3.58,10,1,1,-,0
4845,5,9250000,2,54.0,35.0,9.0,0,7,17,6.4,10,1,1,1,1
4846,5,4750000,1,34.5,15.6,8.0,0,6,13,10.48,11,1,0,-,0
4847,5,5450000,2,42.3,27.0,6.0,0,5,5,8.2,8,1,1,1,1
4848,5,7701776,1,41.4,15.6,13.1,1,5,14,3.58,24,1,1,-,0
4849,5,7703400,1,44.4,17.8,10.2,0,36,45,12.06,-,0,1,-,0
4850,5,7706270,2,63.4,-,-,1,4,45,11.78,7,0,1,-,0
4851,5,7715662,2,63.7,-,-,1,3,45,11.78,7,0,1,-,0
4852,5,7730831,1,41.5,15.6,13.1,1,4,14,3.58,10,1,1,-,0
4853,5,7734800,1,48.8,21.1,13.6,0,23,24,12.03,-,0,1,-,0
4854,5,7735680,2,63.2,-,-,1,6,45,11.78,20,0,0,-,0
4855,5,7735680,2,63.2,-,-,1,6,45,11.78,7,0,1,-,0
4856,5,7738867,1,59.5,-,-,1,3,19,12.06,15,0,1,-,0
4857,5,7738867,1,59.5,-,-,1,3,19,11.78,15,0,1,0,1
4858,5,7748048,1,41.8,17.2,11.7,1,3,10,3.58,15,1,1,-,0
4859,5,7750000,2,52.0,30.0,8.6,0,4,12,12.16,-,0,1,1,1
4860,5,7750000,1,30.0,17.0,7.0,1,4,8,2.79,12,1,1,1,1
4861,5,7756560,1,51.3,19.0,12.9,1,24,24,12.06,15,0,1,-,0
4862,5,7792534,1,42.0,15.6,12.6,1,3,14,3.58,10,1,1,-,0
4863,5,7792534,1,42.0,15.6,12.6,1,3,14,3.58,20,1,1,-,0
4864,5,7792534,1,42.0,15.6,12.6,1,3,14,3.58,10,1,1,-,0
4865,5,7798027,2,62.9,29.5,10.6,1,3,45,11.78,15,0,1,0,1
4866,5,7799000,2,45.5,28.0,7.0,0,7,9,8.35,15,1,0,1,1
4867,5,7800000,2,53.0,30.0,13.0,0,10,16,12.93,10,1,1,0,1
4868,5,7800000,1,40.0,20.0,9.0,0,5,24,7.78,12,1,1,1,1
4869,5,7800000,3,57.8,44.0,6.0,0,5,5,8.27,12,1,1,-,1
4870,5,7800000,2,54.0,32.0,9.0,0,1,16,12.21,12,0,0,0,1
4871,5,7827500,1,50.5,20.2,12.9,0,2,24,12.1,-,0,1,-,0
4872,5,7850000,2,47.5,31.0,7.0,0,9,12,14.07,5,1,1,1,1
4873,6,13900000,1,55.6,24.0,14.2,1,5,23,8.25,15,0,1,1,1
4874,6,27200000,2,101.0,67.0,20.0,1,40,40,8.82,12,1,0,1,1
4875,6,8450000,2,46.0,29.9,6.0,0,6,12,5.23,18,1,1,1,1
4876,6,2865000,1,20.5,20.5,-,1,3,7,12.49,8,1,1,-,0
4877,6,2897417,1,25.8,25.8,-,1,16,16,17.7,15,1,0,-,0
4878,6,2920500,1,17.7,12.0,3.0,0,2,15,10.46,11,1,0,0,1
4879,6,3081784,1,27.9,27.9,-,1,17,17,17.7,15,1,0,-,0
4880,6,3208249,1,28.6,28.6,-,1,16,17,17.7,15,1,0,-,0
4881,6,3311500,1,17.9,12.0,3.0,0,9,15,10.46,11,1,0,-,1
4882,6,3790725,1,37.2,37.2,-,1,2,16,17.7,15,1,0,-,0
4883,6,3863061,1,38.9,38.9,-,1,2,17,17.7,15,1,0,-,0
4884,6,3900078,1,39.5,39.5,-,1,2,17,17.7,15,1,0,-,0
4885,6,3923131,1,38.3,38.3,-,1,8,17,17.7,15,1,0,-,0
4886,6,3972898,1,40.4,40.4,-,1,3,17,17.7,15,1,0,-,0
4887,6,3999000,3,55.0,50.0,-,1,3,6,12.49,8,1,1,-,0
4888,6,4027770,1,37.7,37.7,-,1,13,16,17.7,15,1,0,-,0
4889,6,4032010,1,38.6,38.6,-,1,15,17,17.7,15,1,0,-,0
4890,6,4061437,1,40.3,40.3,-,1,8,16,17.7,15,1,0,-,0
4891,6,4233600,1,28.8,13.3,4.0,1,9,19,10.56,7,0,0,-,0
4892,6,4240800,1,27.9,13.3,4.0,1,3,19,10.56,7,0,0,-,0
4893,6,4300000,1,44.0,20.0,9.0,0,13,17,15.93,15,0,1,1,1
4894,6,4300000,1,42.1,19.7,8.5,0,13,14,15.95,15,0,1,-,1
4895,6,4300000,1,28.0,16.0,6.0,0,1,9,15.23,5,0,0,-,1
4896,6,4350000,1,41.7,18.6,11.2,1,17,17,17.33,12,1,1,-,1
4897,6,4400000,1,37.6,18.9,8.0,0,2,14,16.94,5,1,0,1,1
4898,6,4500000,1,33.0,18.0,6.0,0,5,9,13.26,12,1,0,-,1
4899,6,4500000,1,42.0,20.0,9.0,0,3,17,16.1,-,0,1,0,1
4900,6,4500000,1,42.2,20.0,8.7,0,4,10,15.94,15,0,1,-,1
4901,6,9500000,3,67.0,45.0,12.0,0,12,12,14.84,19,1,1,1,1
4902,6,97000000,4,131.1,84.0,36.2,1,12,22,8.59,8,1,0,0,1
4903,6,14300000,1,51.0,31.2,12.8,1,6,8,11.36,10,0,1,-,0
4904,6,4600000,1,43.4,19.8,9.0,0,7,14,16.02,-,0,1,1,1
4905,6,4626700,1,33.3,14.5,8.2,1,4,7,13.21,-,0,1,-,0
4906,6,4650000,1,29.0,16.0,-,0,2,10,15.59,10,1,1,-,1
4907,6,4700000,1,31.1,18.0,6.0,0,5,5,7.7,18,1,1,1,1
4908,6,4740000,1,31.6,14.2,10.9,1,10,19,10.56,7,0,0,-,0
4909,6,4750000,1,41.0,19.5,7.0,0,6,9,17.23,7,1,1,-,1
4910,6,4750000,1,41.0,19.5,7.0,0,6,9,17.23,7,1,1,-,1
4911,6,4750000,1,37.6,18.5,10.5,1,3,17,17.33,17,1,1,-,1
4912,6,4800000,1,38.0,20.0,8.0,0,6,17,16.25,-,0,1,1,1
4913,6,4800000,1,30.0,18.0,7.0,0,5,5,7.42,10,1,1,0,1
4914,6,4850000,1,30.0,17.0,6.0,0,5,5,7.42,22,1,1,-,1
4915,6,4850000,1,37.6,37.6,-,1,3,17,17.7,15,1,0,-,0
4916,6,4850000,1,30.0,16.0,6.0,0,6,9,17.37,12,1,1,-,1
4917,6,4850000,1,30.9,17.5,6.0,0,5,5,7.56,15,1,1,1,1
4918,6,4850000,2,48.8,17.0,19.0,1,11,20,14.05,-,0,1,-,0
4919,6,4900000,1,33.0,18.0,6.0,0,9,9,13.26,10,1,0,-,1
4920,6,4900000,1,33.5,22.2,5.5,0,4,5,6.71,15,1,1,1,1
4921,6,4916923,1,37.6,18.6,10.5,1,15,17,17.7,15,1,1,-,0
4922,6,4945700,2,36.1,26.3,4.9,1,3,19,10.56,7,0,0,-,0
4923,6,4963200,2,37.6,25.6,6.8,1,3,19,10.56,7,0,0,-,0
4924,6,4976600,1,35.2,17.2,11.6,0,2,15,10.46,11,1,0,0,1
4925,6,4980000,1,36.3,14.5,9.2,0,6,12,16.53,12,1,1,-,1
4926,6,4998000,1,34.0,14.2,8.6,1,3,19,10.56,7,0,0,-,0
4927,6,5000000,1,33.0,19.0,6.0,0,4,9,13.81,15,1,0,1,1
4928,6,5000000,1,31.6,21.4,6.0,0,3,9,7.66,5,0,1,1,1
4929,6,11290000,1,50.4,19.1,13.3,1,6,10,5.36,10,1,1,-,1
4930,6,9800000,3,59.0,44.0,6.2,0,5,9,11.65,6,1,1,1,1
4931,6,44400000,4,177.6,92.8,15.7,1,23,23,8.41,10,1,0,1,1
4932,6,5000000,1,32.0,20.0,-,0,2,9,7.11,15,1,0,-,1
4933,6,5000000,1,36.5,15.0,9.2,0,2,12,13.89,5,1,1,0,1
4934,6,5043357,1,40.1,12.2,14.2,1,2,23,13.6,15,1,1,-,0
4935,6,5068615,1,38.8,18.6,11.2,1,15,17,17.7,15,1,1,-,0
4936,6,5100000,1,36.0,15.0,11.0,0,7,9,16.43,8,1,1,1,1
4937,6,5100000,1,39.0,19.0,8.0,0,6,17,14.76,5,1,1,1,1
4938,6,5120159,1,40.7,11.9,14.6,1,6,23,13.6,15,1,1,-,0
4939,6,5131539,1,50.3,18.4,13.4,1,6,31,13.6,15,1,1,-,0
4940,6,5150000,1,28.0,13.0,6.0,0,3,5,11.2,3,1,1,-,1
4941,6,5154926,1,40.5,11.9,14.4,1,17,23,13.6,15,1,1,-,0
4942,6,5186203,2,55.7,55.7,-,1,2,17,17.7,15,1,0,-,0
4943,6,5190000,1,36.0,16.0,9.0,0,3,10,16.97,10,1,0,1,1
4944,6,5191548,2,57.6,57.6,-,1,2,17,17.7,15,1,0,-,0
4945,6,5200000,1,39.0,17.7,8.0,0,14,14,16.14,5,1,1,1,1
4946,6,5200000,1,42.4,33.0,9.0,1,4,7,13.21,23,1,1,-,0
4947,6,5200000,1,40.0,18.0,9.0,0,2,14,13.69,16,1,1,1,1
4948,6,5200000,1,36.0,15.0,10.0,0,1,12,15.5,2,1,0,1,1
4949,6,5219581,2,59.4,59.4,-,1,2,16,17.7,15,1,0,-,0
4950,6,5223714,1,48.5,17.6,12.0,1,12,31,13.6,15,1,1,-,0
4951,6,5224000,1,34.6,34.6,-,0,12,15,10.46,11,1,0,-,0
4952,6,5235030,1,48.2,17.6,12.0,1,19,31,13.6,15,1,1,-,0
4953,6,5241019,1,50.4,18.4,13.5,1,7,31,13.6,15,1,1,-,0
4954,6,5241019,1,50.4,18.4,13.5,1,8,31,13.6,15,1,1,-,0
4955,6,5245122,1,48.5,17.6,12.0,1,16,31,13.6,15,1,1,-,0
4956,6,5248370,1,48.5,17.6,12.0,1,16,31,13.6,15,1,1,-,0
4957,6,12950000,3,73.0,44.4,10.0,0,2,16,12.66,5,1,1,1,1
4958,6,26200000,2,101.0,67.0,20.0,1,39,40,8.82,12,1,0,1,1
4959,6,6200000,2,47.0,29.0,6.0,0,1,5,7.87,5,0,0,1,1
4960,6,5250000,3,70.0,60.0,-,1,4,6,12.49,8,1,1,-,0
4961,6,5250000,2,54.8,34.0,10.0,0,3,3,14.45,15,1,1,-,1
4962,6,5250000,1,32.0,19.0,6.0,0,5,5,8.17,26,1,1,0,1
4963,6,5300000,1,39.0,19.0,9.0,0,7,9,17.02,5,1,1,0,1
4964,6,5300000,1,43.0,20.0,8.5,0,3,18,16.02,10,0,1,-,1
4965,6,5300000,1,35.0,18.0,6.5,0,5,5,7.38,14,1,1,-,1
4966,6,5300000,1,40.7,21.0,9.0,0,6,6,16.71,7,1,1,1,1
4967,6,5300000,1,32.0,20.0,6.0,0,1,5,7.67,3,1,0,1,1
4968,6,5300000,1,38.6,20.6,8.5,0,3,9,15.54,11,1,0,1,1
4969,6,5300000,1,38.0,20.0,10.0,0,10,12,17.83,15,1,1,-,1
4970,6,5300000,1,31.1,18.0,6.0,0,3,5,8.09,25,1,1,-,1
4971,6,5300000,1,42.4,19.9,8.0,0,6,10,16.04,10,0,1,1,1
4972,6,5304800,1,41.9,16.6,12.9,1,5,17,17.7,15,1,1,-,0
4973,6,5318620,2,58.6,58.6,-,1,6,17,17.7,15,1,0,-,0
4974,6,5330300,1,43.7,11.9,16.8,1,2,23,13.6,15,1,1,-,0
4975,6,5356700,2,39.1,26.3,4.9,1,7,19,10.56,7,0,0,-,0
4976,6,5372376,1,48.2,17.6,12.0,1,4,31,13.6,15,1,1,-,0
4977,6,5387767,2,58.4,58.4,-,1,10,16,17.7,15,1,0,-,0
4978,6,5390000,1,33.0,19.0,6.0,0,7,9,14.87,28,1,0,0,1
4979,6,5393000,1,36.2,36.2,-,0,9,15,10.46,11,1,0,-,0
4980,6,5400000,1,33.0,20.0,8.0,0,6,9,12.25,15,1,0,1,1
4981,6,5400000,1,39.0,20.0,10.0,0,20,22,15.15,4,1,1,-,1
4982,6,5400000,1,32.0,18.5,7.0,0,1,9,5.65,12,1,0,0,1
4983,6,5400000,1,30.3,18.4,5.8,0,4,5,7.62,15,1,1,1,1
4984,6,5400000,1,38.0,20.0,7.0,0,2,17,14.66,4,1,1,1,1
4985,6,57900000,2,130.3,112.7,10.0,1,23,34,9.69,10,1,1,1,1
4986,6,13900000,3,90.0,50.0,13.6,1,23,23,13.6,16,1,1,-,0
4987,6,35880000,3,138.0,109.0,20.0,1,30,31,8.23,19,1,1,0,1
4988,6,5400529,1,50.1,18.4,13.3,1,12,31,13.6,15,1,1,-,0
4989,6,5407272,1,39.1,14.6,10.4,1,17,23,13.6,15,1,1,-,0
4990,6,5425000,1,35.0,17.1,11.9,0,3,15,10.46,11,1,0,0,1
4991,6,5425000,1,35.0,35.0,-,0,3,15,10.46,11,1,0,-,0
4992,6,5425200,2,41.1,24.6,7.3,1,4,19,10.56,7,0,0,-,0
4993,6,5432996,1,49.3,18.2,13.4,1,17,31,13.6,15,1,1,-,0
4994,6,5450000,1,33.0,18.0,6.0,0,4,9,8.24,19,0,1,1,1
4995,6,5450000,2,44.0,30.8,6.0,0,1,5,6.52,18,1,0,-,1
4996,6,5450000,2,57.9,30.0,8.0,0,8,9,16.08,35,0,1,1,1
4997,6,5450000,2,52.0,30.0,10.0,0,3,17,15.85,15,0,1,0,1
4998,6,5481995,1,49.9,18.2,13.4,1,16,31,13.6,15,1,1,-,0
4999,6,5483154,1,39.6,14.8,10.3,1,19,23,13.6,15,1,1,-,0
5000,6,5490000,1,39.0,19.0,9.0,0,9,17,12.23,5,1,1,0,1
5001,6,5490000,1,36.0,20.0,10.0,0,1,12,5.32,11,1,0,0,1
5002,6,5490000,1,32.0,17.5,5.5,0,2,9,6.53,3,1,0,-,1
5003,6,5500000,1,32.5,18.9,6.0,0,7,9,12.98,5,1,0,0,1
5004,6,5500000,1,33.0,19.0,7.0,0,1,9,8.88,11,1,0,1,1
5005,6,5500000,1,42.0,21.0,9.0,0,4,14,11.66,10,1,1,1,1
5006,6,5500000,1,40.0,18.0,10.0,0,14,14,16.94,5,1,1,-,1
5007,6,5500000,1,39.6,20.0,9.8,0,8,22,11.75,9,1,1,-,1
5008,6,5500000,1,37.0,19.0,8.0,0,7,17,12.15,7,1,1,1,1
5009,6,5500000,1,32.8,18.0,8.0,0,2,9,12.25,12,1,0,1,1
5010,6,5500000,1,35.0,15.0,9.3,0,4,16,14.18,5,1,0,-,1
5011,6,5499999,1,36.0,24.0,9.0,0,5,12,15.92,5,0,0,1,1
5012,6,5500000,1,34.7,21.0,5.9,0,1,9,11.07,12,1,1,1,1
5013,6,66500000,5,256.0,165.0,40.0,1,40,40,8.82,8,1,0,-,1
5014,6,40500000,3,90.0,54.0,15.0,1,4,18,6.87,11,1,1,-,1
5015,6,11999900,2,53.0,35.0,9.0,0,7,17,7.34,9,1,1,1,1
5016,6,5516127,1,49.5,18.2,13.3,1,4,31,13.6,15,1,1,-,0
5017,6,5530000,2,39.5,23.8,7.5,1,5,19,10.56,7,0,0,-,0
5018,6,5537305,1,43.9,43.9,-,1,5,17,17.7,15,1,0,-,0
5019,6,5546726,2,61.5,61.5,-,1,8,17,17.7,15,1,0,-,0
5020,6,5549339,1,43.7,12.3,15.7,1,6,23,13.6,15,1,1,-,0
5021,6,5550000,1,37.0,19.0,8.0,0,1,14,15.99,7,1,0,-,1
5022,6,5550000,1,33.0,22.0,6.0,0,3,5,6.85,10,1,1,1,1
5023,6,5552862,2,54.7,31.3,7.3,1,9,31,13.6,15,1,1,-,0
5024,6,5564500,1,35.9,-,-,1,3,7,13.21,7,0,1,-,0
5025,6,5566607,1,43.6,11.9,16.8,1,20,23,13.6,15,1,1,-,0
5026,6,5580702,1,40.7,15.6,10.4,1,17,23,13.6,15,1,1,-,0
5027,6,5593200,1,35.4,-,-,1,7,7,13.21,7,0,0,-,0
5028,6,5595000,2,37.3,24.6,7.3,1,7,19,10.56,7,0,0,-,0
5029,6,5600000,1,31.6,21.4,6.0,0,2,9,7.43,10,1,0,1,1
5030,6,5600000,1,37.8,19.0,7.5,0,1,17,14.95,15,1,0,1,1
5031,6,5600000,1,36.0,15.0,9.2,0,10,10,15.08,4,1,1,1,1
5032,6,5600000,1,33.0,19.0,7.0,0,4,9,12.43,17,1,0,1,1
5033,6,5600000,1,33.0,19.0,6.0,0,2,9,5.04,10,1,0,0,1
5034,6,5611000,1,36.2,-,-,1,3,7,13.21,7,0,0,-,0
5035,6,5611000,1,38.7,38.7,-,0,2,15,10.46,11,1,0,-,0
5036,6,5618348,2,54.3,31.3,7.0,1,13,31,13.6,15,1,1,-,0
5037,6,5624558,2,54.4,31.6,6.7,1,14,31,13.6,15,1,1,-,0
5038,6,5631210,1,55.3,19.5,18.9,1,3,31,13.6,15,1,1,-,0
5039,6,5636400,1,36.6,-,-,1,6,7,13.21,7,0,1,-,0
